response_id,policy_id,insured_id,question_id,question_text,response_text,response_quality_label
QR-81087,POL-2020108,INS-10108,Q08,Describe your security awareness training program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81088,POL-2020108,INS-10108,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81089,POL-2020108,INS-10108,Q10,Describe your business continuity plan for ransomware scenarios.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81090,POL-2020109,INS-10109,Q01,Describe your incident response plan and last test date.,We have an incident response plan document. The plan is reviewed annually. We have not conducted a formal tabletop exercise in the past 18 months.,low
QR-81091,POL-2020109,INS-10109,Q02,Describe your third-party vendor risk management program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81092,POL-2020109,INS-10109,Q03,Describe your data backup strategy and recovery testing cadence.,Daily backups are performed. Backup recovery is tested when needed. RTO targets are being developed.,low
QR-81093,POL-2020109,INS-10109,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for administrators and remote access. Coverage for all users is in progress.,low
QR-81094,POL-2020109,INS-10109,Q05,Describe your endpoint detection and response (EDR) deployment.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81095,POL-2020109,INS-10109,Q06,Describe your patch management process and timelines for critical patches.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81096,POL-2020109,INS-10109,Q07,Describe network segmentation between corporate and production environments.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81097,POL-2020109,INS-10109,Q08,Describe your security awareness training program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81098,POL-2020109,INS-10109,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81099,POL-2020109,INS-10109,Q10,Describe your business continuity plan for ransomware scenarios.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81100,POL-2020110,INS-10110,Q01,Describe your incident response plan and last test date.,We have an incident response plan document. The plan is reviewed annually. We have not conducted a formal tabletop exercise in the past 18 months.,low
QR-81101,POL-2020110,INS-10110,Q02,Describe your third-party vendor risk management program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81102,POL-2020110,INS-10110,Q03,Describe your data backup strategy and recovery testing cadence.,Daily backups are performed. Backup recovery is tested when needed. RTO targets are being developed.,low
QR-81103,POL-2020110,INS-10110,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for administrators and remote access. Coverage for all users is in progress.,low
QR-81104,POL-2020110,INS-10110,Q05,Describe your endpoint detection and response (EDR) deployment.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81105,POL-2020110,INS-10110,Q06,Describe your patch management process and timelines for critical patches.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81106,POL-2020110,INS-10110,Q07,Describe network segmentation between corporate and production environments.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81107,POL-2020110,INS-10110,Q08,Describe your security awareness training program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81108,POL-2020110,INS-10110,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81109,POL-2020110,INS-10110,Q10,Describe your business continuity plan for ransomware scenarios.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81110,POL-2020111,INS-10111,Q01,Describe your incident response plan and last test date.,We have an incident response plan document. The plan is reviewed annually. We have not conducted a formal tabletop exercise in the past 18 months.,low
QR-81111,POL-2020111,INS-10111,Q02,Describe your third-party vendor risk management program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81112,POL-2020111,INS-10111,Q03,Describe your data backup strategy and recovery testing cadence.,Daily backups are performed. Backup recovery is tested when needed. RTO targets are being developed.,low
QR-81113,POL-2020111,INS-10111,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for administrators and remote access. Coverage for all users is in progress.,low
QR-81114,POL-2020111,INS-10111,Q05,Describe your endpoint detection and response (EDR) deployment.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81115,POL-2020111,INS-10111,Q06,Describe your patch management process and timelines for critical patches.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81116,POL-2020111,INS-10111,Q07,Describe network segmentation between corporate and production environments.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81117,POL-2020111,INS-10111,Q08,Describe your security awareness training program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81118,POL-2020111,INS-10111,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81119,POL-2020111,INS-10111,Q10,Describe your business continuity plan for ransomware scenarios.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81120,POL-2020112,INS-10112,Q01,Describe your incident response plan and last test date.,We have an incident response plan document. The plan is reviewed annually. We have not conducted a formal tabletop exercise in the past 18 months.,low
QR-81121,POL-2020112,INS-10112,Q02,Describe your third-party vendor risk management program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81122,POL-2020112,INS-10112,Q03,Describe your data backup strategy and recovery testing cadence.,Daily backups are performed. Backup recovery is tested when needed. RTO targets are being developed.,low
QR-81123,POL-2020112,INS-10112,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for administrators and remote access. Coverage for all users is in progress.,low
QR-81124,POL-2020112,INS-10112,Q05,Describe your endpoint detection and response (EDR) deployment.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81125,POL-2020112,INS-10112,Q06,Describe your patch management process and timelines for critical patches.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81126,POL-2020112,INS-10112,Q07,Describe network segmentation between corporate and production environments.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81127,POL-2020112,INS-10112,Q08,Describe your security awareness training program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81128,POL-2020112,INS-10112,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81129,POL-2020112,INS-10112,Q10,Describe your business continuity plan for ransomware scenarios.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81130,POL-2020113,INS-10113,Q01,Describe your incident response plan and last test date.,We have an incident response plan that was last reviewed in August 2019. The plan covers major incident types. Tabletop exercises are conducted annually. We do not currently have an external IR retainer but have relationships with two firms.,medium
QR-81131,POL-2020113,INS-10113,Q02,Describe your third-party vendor risk management program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81132,POL-2020113,INS-10113,Q03,Describe your data backup strategy and recovery testing cadence.,Production systems are backed up nightly. Backups are stored in a separate region. We perform restoration testing approximately twice per year on select systems. Documented RTO targets exist for most tier-1 applications.,medium
QR-81133,POL-2020113,INS-10113,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for approximately 85% of users. Administrative accounts require MFA. Some legacy applications do not yet support MFA and are being remediated as part of our 2024 roadmap.,medium
QR-81134,POL-2020113,INS-10113,Q05,Describe your endpoint detection and response (EDR) deployment.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81135,POL-2020113,INS-10113,Q06,Describe your patch management process and timelines for critical patches.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81136,POL-2020113,INS-10113,Q07,Describe network segmentation between corporate and production environments.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81137,POL-2020113,INS-10113,Q08,Describe your security awareness training program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81138,POL-2020113,INS-10113,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81139,POL-2020113,INS-10113,Q10,Describe your business continuity plan for ransomware scenarios.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81140,POL-2020114,INS-10114,Q01,Describe your incident response plan and last test date.,We have an incident response plan that was last reviewed in July 2023. The plan covers major incident types. Tabletop exercises are conducted annually. We do not currently have an external IR retainer but have relationships with two firms.,medium
QR-81141,POL-2020114,INS-10114,Q02,Describe your third-party vendor risk management program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81142,POL-2020114,INS-10114,Q03,Describe your data backup strategy and recovery testing cadence.,Production systems are backed up nightly. Backups are stored in a separate region. We perform restoration testing approximately twice per year on select systems. Documented RTO targets exist for most tier-1 applications.,medium
QR-81143,POL-2020114,INS-10114,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for approximately 85% of users. Administrative accounts require MFA. Some legacy applications do not yet support MFA and are being remediated as part of our 2024 roadmap.,medium
QR-81144,POL-2020114,INS-10114,Q05,Describe your endpoint detection and response (EDR) deployment.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81145,POL-2020114,INS-10114,Q06,Describe your patch management process and timelines for critical patches.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81146,POL-2020114,INS-10114,Q07,Describe network segmentation between corporate and production environments.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81147,POL-2020114,INS-10114,Q08,Describe your security awareness training program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81148,POL-2020114,INS-10114,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81149,POL-2020114,INS-10114,Q10,Describe your business continuity plan for ransomware scenarios.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81150,POL-2020115,INS-10115,Q01,Describe your incident response plan and last test date.,We have an incident response plan that was last reviewed in June 2023. The plan covers major incident types. Tabletop exercises are conducted annually. We do not currently have an external IR retainer but have relationships with two firms.,medium
QR-81151,POL-2020115,INS-10115,Q02,Describe your third-party vendor risk management program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81152,POL-2020115,INS-10115,Q03,Describe your data backup strategy and recovery testing cadence.,Production systems are backed up nightly. Backups are stored in a separate region. We perform restoration testing approximately twice per year on select systems. Documented RTO targets exist for most tier-1 applications.,medium
QR-81153,POL-2020115,INS-10115,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for approximately 85% of users. Administrative accounts require MFA. Some legacy applications do not yet support MFA and are being remediated as part of our 2024 roadmap.,medium
QR-81154,POL-2020115,INS-10115,Q05,Describe your endpoint detection and response (EDR) deployment.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81155,POL-2020115,INS-10115,Q06,Describe your patch management process and timelines for critical patches.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81156,POL-2020115,INS-10115,Q07,Describe network segmentation between corporate and production environments.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81157,POL-2020115,INS-10115,Q08,Describe your security awareness training program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81158,POL-2020115,INS-10115,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81159,POL-2020115,INS-10115,Q10,Describe your business continuity plan for ransomware scenarios.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81160,POL-2020116,INS-10116,Q01,Describe your incident response plan and last test date.,We have an incident response plan that was last reviewed in November 2019. The plan covers major incident types. Tabletop exercises are conducted annually. We do not currently have an external IR retainer but have relationships with two firms.,medium
QR-81161,POL-2020116,INS-10116,Q02,Describe your third-party vendor risk management program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81162,POL-2020116,INS-10116,Q03,Describe your data backup strategy and recovery testing cadence.,Production systems are backed up nightly. Backups are stored in a separate region. We perform restoration testing approximately twice per year on select systems. Documented RTO targets exist for most tier-1 applications.,medium
QR-81163,POL-2020116,INS-10116,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for approximately 85% of users. Administrative accounts require MFA. Some legacy applications do not yet support MFA and are being remediated as part of our 2024 roadmap.,medium
QR-81164,POL-2020116,INS-10116,Q05,Describe your endpoint detection and response (EDR) deployment.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81165,POL-2020116,INS-10116,Q06,Describe your patch management process and timelines for critical patches.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81166,POL-2020116,INS-10116,Q07,Describe network segmentation between corporate and production environments.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81167,POL-2020116,INS-10116,Q08,Describe your security awareness training program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81168,POL-2020116,INS-10116,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81169,POL-2020116,INS-10116,Q10,Describe your business continuity plan for ransomware scenarios.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81170,POL-2020117,INS-10117,Q01,Describe your incident response plan and last test date.,We have an incident response plan document. The plan is reviewed annually. We have not conducted a formal tabletop exercise in the past 18 months.,low
QR-81171,POL-2020117,INS-10117,Q02,Describe your third-party vendor risk management program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81172,POL-2020117,INS-10117,Q03,Describe your data backup strategy and recovery testing cadence.,Daily backups are performed. Backup recovery is tested when needed. RTO targets are being developed.,low
QR-81173,POL-2020117,INS-10117,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for administrators and remote access. Coverage for all users is in progress.,low
QR-81174,POL-2020117,INS-10117,Q05,Describe your endpoint detection and response (EDR) deployment.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81175,POL-2020117,INS-10117,Q06,Describe your patch management process and timelines for critical patches.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81176,POL-2020117,INS-10117,Q07,Describe network segmentation between corporate and production environments.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81177,POL-2020117,INS-10117,Q08,Describe your security awareness training program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81178,POL-2020117,INS-10117,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81179,POL-2020117,INS-10117,Q10,Describe your business continuity plan for ransomware scenarios.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-81180,POL-2020118,INS-10118,Q01,Describe your incident response plan and last test date.,We have an incident response plan that was last reviewed in January 2024. The plan covers major incident types. Tabletop exercises are conducted annually. We do not currently have an external IR retainer but have relationships with two firms.,medium
QR-81181,POL-2020118,INS-10118,Q02,Describe your third-party vendor risk management program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81182,POL-2020118,INS-10118,Q03,Describe your data backup strategy and recovery testing cadence.,Production systems are backed up nightly. Backups are stored in a separate region. We perform restoration testing approximately twice per year on select systems. Documented RTO targets exist for most tier-1 applications.,medium
QR-81183,POL-2020118,INS-10118,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for approximately 85% of users. Administrative accounts require MFA. Some legacy applications do not yet support MFA and are being remediated as part of our 2024 roadmap.,medium
QR-81184,POL-2020118,INS-10118,Q05,Describe your endpoint detection and response (EDR) deployment.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81185,POL-2020118,INS-10118,Q06,Describe your patch management process and timelines for critical patches.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81186,POL-2020118,INS-10118,Q07,Describe network segmentation between corporate and production environments.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81187,POL-2020118,INS-10118,Q08,Describe your security awareness training program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81188,POL-2020118,INS-10118,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81189,POL-2020118,INS-10118,Q10,Describe your business continuity plan for ransomware scenarios.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81190,POL-2020119,INS-10119,Q01,Describe your incident response plan and last test date.,"We maintain a formal incident response plan aligned with NIST SP 800-61. The plan was last tested via tabletop exercise on February 2020 with executive participation. We engage an external IR retainer with a 4-hour SLA. Playbooks exist for ransomware, BEC, and insider threat scenarios.",high
QR-81191,POL-2020119,INS-10119,Q02,Describe your third-party vendor risk management program.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-81192,POL-2020119,INS-10119,Q03,Describe your data backup strategy and recovery testing cadence.,All production systems are backed up daily with immutable storage in a separate cloud account. Backups are encrypted with customer-managed keys. We test full restoration of tier-1 systems quarterly; last test completed December 2019 with RTO of 8 hours achieved.,high
QR-81193,POL-2020119,INS-10119,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is enforced for 100% of users via FIDO2 keys or authenticator apps. Privileged access requires hardware tokens. SaaS applications are integrated via SSO with conditional access policies. Service accounts use certificate-based authentication.,high
QR-81194,POL-2020119,INS-10119,Q05,Describe your endpoint detection and response (EDR) deployment.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-81195,POL-2020119,INS-10119,Q06,Describe your patch management process and timelines for critical patches.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-81196,POL-2020119,INS-10119,Q07,Describe network segmentation between corporate and production environments.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-81197,POL-2020119,INS-10119,Q08,Describe your security awareness training program.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-81198,POL-2020119,INS-10119,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-81199,POL-2020119,INS-10119,Q10,Describe your business continuity plan for ransomware scenarios.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-81200,POL-2020120,INS-10120,Q01,Describe your incident response plan and last test date.,We have an incident response plan that was last reviewed in February 2021. The plan covers major incident types. Tabletop exercises are conducted annually. We do not currently have an external IR retainer but have relationships with two firms.,medium
QR-81201,POL-2020120,INS-10120,Q02,Describe your third-party vendor risk management program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81202,POL-2020120,INS-10120,Q03,Describe your data backup strategy and recovery testing cadence.,Production systems are backed up nightly. Backups are stored in a separate region. We perform restoration testing approximately twice per year on select systems. Documented RTO targets exist for most tier-1 applications.,medium
QR-81203,POL-2020120,INS-10120,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for approximately 85% of users. Administrative accounts require MFA. Some legacy applications do not yet support MFA and are being remediated as part of our 2024 roadmap.,medium
QR-81204,POL-2020120,INS-10120,Q05,Describe your endpoint detection and response (EDR) deployment.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81205,POL-2020120,INS-10120,Q06,Describe your patch management process and timelines for critical patches.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81206,POL-2020120,INS-10120,Q07,Describe network segmentation between corporate and production environments.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81207,POL-2020120,INS-10120,Q08,Describe your security awareness training program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81208,POL-2020120,INS-10120,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81209,POL-2020120,INS-10120,Q10,Describe your business continuity plan for ransomware scenarios.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81210,POL-2020121,INS-10121,Q01,Describe your incident response plan and last test date.,"We maintain a formal incident response plan aligned with NIST SP 800-61. The plan was last tested via tabletop exercise on May 2023 with executive participation. We engage an external IR retainer with a 4-hour SLA. Playbooks exist for ransomware, BEC, and insider threat scenarios.",high
QR-81211,POL-2020121,INS-10121,Q02,Describe your third-party vendor risk management program.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-81212,POL-2020121,INS-10121,Q03,Describe your data backup strategy and recovery testing cadence.,All production systems are backed up daily with immutable storage in a separate cloud account. Backups are encrypted with customer-managed keys. We test full restoration of tier-1 systems quarterly; last test completed July 2023 with RTO of 8 hours achieved.,high
QR-81213,POL-2020121,INS-10121,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is enforced for 100% of users via FIDO2 keys or authenticator apps. Privileged access requires hardware tokens. SaaS applications are integrated via SSO with conditional access policies. Service accounts use certificate-based authentication.,high
QR-81214,POL-2020121,INS-10121,Q05,Describe your endpoint detection and response (EDR) deployment.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-81215,POL-2020121,INS-10121,Q06,Describe your patch management process and timelines for critical patches.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-81216,POL-2020121,INS-10121,Q07,Describe network segmentation between corporate and production environments.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-81217,POL-2020121,INS-10121,Q08,Describe your security awareness training program.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-81218,POL-2020121,INS-10121,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-81219,POL-2020121,INS-10121,Q10,Describe your business continuity plan for ransomware scenarios.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-81220,POL-2020122,INS-10122,Q01,Describe your incident response plan and last test date.,We have an incident response plan that was last reviewed in July 2023. The plan covers major incident types. Tabletop exercises are conducted annually. We do not currently have an external IR retainer but have relationships with two firms.,medium
QR-81221,POL-2020122,INS-10122,Q02,Describe your third-party vendor risk management program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81222,POL-2020122,INS-10122,Q03,Describe your data backup strategy and recovery testing cadence.,Production systems are backed up nightly. Backups are stored in a separate region. We perform restoration testing approximately twice per year on select systems. Documented RTO targets exist for most tier-1 applications.,medium
QR-81223,POL-2020122,INS-10122,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for approximately 85% of users. Administrative accounts require MFA. Some legacy applications do not yet support MFA and are being remediated as part of our 2024 roadmap.,medium
QR-81224,POL-2020122,INS-10122,Q05,Describe your endpoint detection and response (EDR) deployment.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81225,POL-2020122,INS-10122,Q06,Describe your patch management process and timelines for critical patches.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81226,POL-2020122,INS-10122,Q07,Describe network segmentation between corporate and production environments.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81227,POL-2020122,INS-10122,Q08,Describe your security awareness training program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81228,POL-2020122,INS-10122,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81229,POL-2020122,INS-10122,Q10,Describe your business continuity plan for ransomware scenarios.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81230,POL-2020123,INS-10123,Q01,Describe your incident response plan and last test date.,We have an incident response plan that was last reviewed in March 2023. The plan covers major incident types. Tabletop exercises are conducted annually. We do not currently have an external IR retainer but have relationships with two firms.,medium
QR-81231,POL-2020123,INS-10123,Q02,Describe your third-party vendor risk management program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81232,POL-2020123,INS-10123,Q03,Describe your data backup strategy and recovery testing cadence.,Production systems are backed up nightly. Backups are stored in a separate region. We perform restoration testing approximately twice per year on select systems. Documented RTO targets exist for most tier-1 applications.,medium
QR-81233,POL-2020123,INS-10123,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for approximately 85% of users. Administrative accounts require MFA. Some legacy applications do not yet support MFA and are being remediated as part of our 2024 roadmap.,medium
QR-81234,POL-2020123,INS-10123,Q05,Describe your endpoint detection and response (EDR) deployment.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81235,POL-2020123,INS-10123,Q06,Describe your patch management process and timelines for critical patches.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81236,POL-2020123,INS-10123,Q07,Describe network segmentation between corporate and production environments.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81237,POL-2020123,INS-10123,Q08,Describe your security awareness training program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81238,POL-2020123,INS-10123,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81239,POL-2020123,INS-10123,Q10,Describe your business continuity plan for ransomware scenarios.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81240,POL-2020124,INS-10124,Q01,Describe your incident response plan and last test date.,We have an incident response plan that was last reviewed in August 2021. The plan covers major incident types. Tabletop exercises are conducted annually. We do not currently have an external IR retainer but have relationships with two firms.,medium
QR-81241,POL-2020124,INS-10124,Q02,Describe your third-party vendor risk management program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81242,POL-2020124,INS-10124,Q03,Describe your data backup strategy and recovery testing cadence.,Production systems are backed up nightly. Backups are stored in a separate region. We perform restoration testing approximately twice per year on select systems. Documented RTO targets exist for most tier-1 applications.,medium
QR-81243,POL-2020124,INS-10124,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for approximately 85% of users. Administrative accounts require MFA. Some legacy applications do not yet support MFA and are being remediated as part of our 2024 roadmap.,medium
QR-81244,POL-2020124,INS-10124,Q05,Describe your endpoint detection and response (EDR) deployment.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81245,POL-2020124,INS-10124,Q06,Describe your patch management process and timelines for critical patches.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81246,POL-2020124,INS-10124,Q07,Describe network segmentation between corporate and production environments.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81247,POL-2020124,INS-10124,Q08,Describe your security awareness training program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81248,POL-2020124,INS-10124,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
